x,y,label
0.17743,-0.40178,1.00000
0.61408,0.92221,1.00000
0.40234,-0.68481,1.00000
-0.43515,1.84926,1.00000
-0.13288,-0.29779,1.00000
0.52389,0.08842,1.00000
-0.67246,-0.35955,1.00000
-0.51081,-1.18063,1.00000
-1.16515,0.90083,1.00000
-0.70470,0.94326,1.00000
-0.46360,0.48148,1.00000
-0.94445,-0.41005,1.00000
0.04576,-0.18718,1.00000
-0.69205,1.53638,1.00000
-1.70627,1.95078,1.00000
-1.10438,0.05217,1.00000
0.35637,0.70657,1.00000
-0.02433,-0.73803,1.00000
-0.69457,-0.14963,1.00000
-1.14747,-0.43782,1.00000
1.17878,-0.17992,1.00000
-0.68784,-1.21408,1.00000
-0.41362,-0.74745,1.00000
-0.71960,-0.81299,1.00000
0.28634,0.60884,1.00000
-1.15736,-0.31229,1.00000
-0.76414,-1.43779,1.00000
-0.74475,-0.82644,1.00000
0.27452,-0.89092,1.00000
-1.27048,0.96940,1.00000
-1.93628,0.18878,1.00000
0.92086,0.31873,1.00000
-0.06824,1.71334,1.00000
-1.42406,-0.49332,1.00000
-0.59631,-0.05257,1.00000
-1.54080,0.06326,1.00000
0.76104,0.12168,1.00000
-0.11816,-0.68018,1.00000
0.97874,2.24089,1.00000
-0.87080,-0.57885,1.00000
0.14404,1.45427,1.00000
0.09772,0.58295,1.00000
-1.25280,0.77749,1.00000
-0.13595,1.13689,1.00000
-1.58294,0.61038,1.00000
0.15495,0.37816,1.00000
-1.30653,1.65813,1.00000
0.52328,-0.17155,1.00000
-0.67433,0.03183,1.00000
0.66638,-0.46072,1.00000
-0.47966,0.62036,1.00000
-0.13370,1.07774,1.00000
-0.72560,-1.38336,1.00000
1.49448,-2.06999,1.00000
-1.04525,1.21115,1.00000
-0.15767,2.25672,1.00000
-0.62809,-0.48103,1.00000
2.30392,-1.06002,1.00000
-0.31089,0.09740,1.00000
1.76405,0.40016,1.00000
1.92294,1.48051,1.00000
-0.40318,1.22245,1.00000
-2.65917,0.60632,1.00000
1.15233,1.07962,1.00000
-0.31155,0.05617,1.00000
1.23029,1.20238,1.00000
2.38314,0.94448,1.00000
-0.68401,1.65955,1.00000
-0.80341,-0.68955,1.00000
1.88315,-1.34776,1.00000
2.16324,1.33653,1.00000
-1.63020,0.46278,1.00000
-0.30901,-1.67600,1.00000
0.27992,-0.09815,1.00000
2.26975,-1.45437,1.00000
-2.55299,0.65362,1.00000
0.91018,0.31722,1.00000
0.57659,-0.20830,1.00000
1.36453,-0.68945,1.00000
-0.36918,-0.23938,1.00000
-1.15618,0.78120,1.00000
-0.81336,-1.46642,1.00000
-0.45553,0.01748,1.00000
-0.01702,0.37915,1.00000
-0.54286,0.41605,1.00000
1.86756,-0.97728,1.00000
0.31307,-0.85410,1.00000
0.64013,-1.61696,1.00000
0.01050,1.78587,1.00000
-1.03424,0.68159,1.00000
0.69377,-0.15957,1.00000
0.06652,0.30247,1.00000
1.48825,1.89589,1.00000
-1.04855,-1.42002,1.00000
0.42626,0.67691,1.00000
-0.76992,0.53925,1.00000
1.18803,0.31694,1.00000
-1.31591,-0.46158,1.00000
0.95009,-0.15136,1.00000
-0.63432,-0.36274,1.00000
-0.35399,-1.37495,1.00000
0.16667,0.63503,1.00000
0.12691,0.40199,1.00000
2.25931,-0.04226,1.00000
2.60396,-3.74843,-1.00000
-1.61902,-3.62643,-1.00000
3.92502,-3.94539,-1.00000
3.43159,-0.83637,-1.00000
3.79165,0.19532,-1.00000
-3.25110,2.50647,-1.00000
-1.66185,2.52914,-1.00000
2.62434,-2.22738,-1.00000
1.15868,-3.23855,-1.00000
-0.70669,-3.22508,-1.00000
-2.84791,-2.30243,-1.00000
-0.18675,-3.37909,-1.00000
-2.11965,-3.94758,-1.00000
3.18915,0.41788,-1.00000
-2.65963,3.43103,-1.00000
