x,y,label
0.93533,5.33179,0.00000
2.36923,0.79474,1.00000
0.42858,4.97400,0.00000
-2.04758,6.65429,3.00000
-1.45673,7.48670,3.00000
0.52942,3.80792,0.00000
1.78195,0.90815,1.00000
-1.95575,8.61632,3.00000
-1.74572,3.01190,2.00000
-1.17979,3.12767,2.00000
1.16411,3.79133,0.00000
1.36156,1.36638,1.00000
2.60137,1.08799,1.00000
0.27240,5.46996,0.00000
-3.12241,3.28167,2.00000
-0.58809,8.61427,3.00000
1.66910,-0.43638,1.00000
-0.68277,7.67490,3.00000
2.36791,0.55219,1.00000
1.05242,4.54498,0.00000
2.22707,1.26297,1.00000
2.43935,-0.07251,1.00000
1.34472,4.85711,0.00000
-1.31455,6.83904,3.00000
0.98257,5.37531,0.00000
-1.06295,2.20755,2.00000
-1.60712,3.56453,2.00000
1.57322,0.48393,1.00000
-2.17851,8.08585,3.00000
1.83376,0.75404,1.00000
2.10616,3.49513,0.00000
-1.64339,7.52692,3.00000
1.10550,1.26389,1.00000
1.61153,1.82347,1.00000
0.45953,5.44983,0.00000
-0.53802,3.01642,2.00000
1.67841,0.60905,1.00000
-1.01215,3.60254,2.00000
1.34195,0.59357,1.00000
1.42812,1.62435,1.00000
2.04506,1.12515,1.00000
1.67281,0.65930,1.00000
-1.35864,2.32201,2.00000
1.13079,0.93562,1.00000
-1.73896,1.94800,2.00000
-0.34026,8.16734,3.00000
-1.63794,2.43329,2.00000
-1.68754,2.24108,2.00000
2.43041,-0.06357,1.00000
-1.37998,7.18504,3.00000
-1.25245,2.33912,2.00000
-2.39482,3.39806,2.00000
-2.09183,7.48143,3.00000
0.48838,3.26802,0.00000
-0.53943,7.45632,3.00000
-2.59202,8.07636,3.00000
-1.04657,2.96484,2.00000
1.25567,3.38204,0.00000
-1.62150,4.27192,2.00000
1.86922,5.44132,0.00000
-1.76404,2.22223,2.00000
-1.38182,7.28761,3.00000
0.00793,4.17614,0.00000
-1.10298,7.30223,3.00000
-1.79351,7.58087,3.00000
-1.51177,7.94426,3.00000
0.95936,4.56079,0.00000
-0.60134,6.29995,3.00000
0.22459,4.77028,0.00000
1.56725,0.01781,1.00000
-1.03395,2.92106,2.00000
-0.92227,8.09889,3.00000
-1.88610,2.24834,2.00000
1.86874,0.95610,1.00000
1.10124,4.88977,0.00000
-1.93214,8.30643,3.00000
0.67048,4.04094,0.00000
0.74387,4.12241,0.00000
1.64004,1.81949,1.00000
0.81547,4.78526,0.00000
-2.63275,2.63110,2.00000
-0.96108,1.27408,2.00000
0.21398,4.88543,0.00000
1.43472,1.30662,1.00000
1.21387,3.64795,0.00000
1.08273,4.06272,0.00000
-1.22605,8.29620,3.00000
1.48170,0.69007,1.00000
1.89594,5.18540,0.00000
-1.32356,4.13051,2.00000
-1.14990,7.89325,3.00000
2.46916,1.67877,1.00000
2.31102,1.30381,1.00000
0.57279,4.08806,0.00000
-0.96779,3.12186,2.00000
2.62492,0.95019,1.00000
1.68354,4.19583,0.00000
-2.22132,2.73051,2.00000
-1.57846,3.03446,2.00000
0.08152,4.56742,0.00000
1.43289,4.37679,0.00000
1.06270,5.17635,0.00000
0.76752,4.39760,0.00000
2.47019,1.31451,1.00000
-1.73163,7.16447,3.00000
0.34714,3.45178,0.00000
-1.00140,2.84882,2.00000
1.01618,4.48527,0.00000
0.55953,4.21401,0.00000
-2.11821,2.03478,2.00000
-1.36219,2.38333,2.00000
-2.78367,2.99212,2.00000
1.65225,3.65583,0.00000
-1.93961,2.18944,2.00000
-1.81488,7.97832,3.00000
1.20213,3.64415,0.00000
-0.96920,3.26722,2.00000
1.86986,-0.10794,1.00000
-1.80701,2.06774,2.00000
1.21768,3.89290,0.00000
-1.48369,6.00777,3.00000
-1.56388,2.85350,2.00000
-0.68621,8.68286,3.00000
1.07627,4.68481,0.00000
-0.97599,6.73762,3.00000
1.37965,4.54826,0.00000
-1.64130,2.68097,2.00000
-0.00185,4.58146,0.00000
1.71444,5.02522,0.00000
-1.40524,7.72611,3.00000
-0.70818,2.50421,2.00000
-0.88580,2.64585,2.00000
1.98437,0.48956,1.00000
2.95196,-0.34433,1.00000
0.43189,4.33495,0.00000
-1.86622,7.62549,3.00000
2.52706,0.61781,1.00000
2.04067,0.45485,1.00000
-2.58044,3.18844,2.00000
1.61991,0.06765,1.00000
-2.58803,3.13117,2.00000
0.44360,3.11531,0.00000
-0.45677,7.30601,3.00000
-1.12868,7.80510,3.00000
2.13004,5.19210,0.00000
1.00373,4.19148,0.00000
-1.39347,8.74642,3.00000
0.72810,3.85531,0.00000
0.89350,1.01093,1.00000
-1.10783,2.92014,2.00000
0.78934,4.33749,0.00000
1.97554,0.71899,1.00000
-1.24903,3.08534,2.00000
-1.07769,8.88106,3.00000
-1.86849,3.07982,2.00000
2.76809,1.08783,1.00000
0.27718,4.84428,0.00000
3.41085,0.87231,1.00000
-1.58084,7.55308,3.00000
-1.53028,7.70542,3.00000
-1.82456,7.35959,3.00000
-1.68568,7.95339,3.00000
-1.65105,3.44599,2.00000
-1.30441,3.00312,2.00000
-0.73070,6.24209,3.00000
2.40616,4.87048,0.00000
-1.53631,3.01444,2.00000
1.48860,0.65163,1.00000
0.51432,4.62734,0.00000
-1.81470,3.29010,2.00000
-1.93731,3.91361,2.00000
-0.61491,3.94964,2.00000
2.03170,0.19681,1.00000
2.14917,1.03697,1.00000
-1.36999,7.76953,3.00000
0.91434,4.55015,0.00000
0.33382,4.93646,0.00000
-2.15968,3.41003,2.00000
1.36679,0.63497,1.00000
-0.57110,8.13306,3.00000
-1.00553,3.08401,2.00000
1.49493,3.85849,0.00000
-0.59045,7.69493,3.00000
0.71518,5.41335,0.00000
2.11390,1.24744,1.00000
1.20083,0.60167,1.00000
-2.54577,3.15025,2.00000
-1.95867,2.43009,2.00000
2.33812,3.43117,0.00000
3.35321,1.69958,1.00000
1.84287,0.07269,1.00000
1.32001,1.40428,1.00000
2.09681,4.84741,0.00000
-1.24308,8.15166,3.00000
-1.85908,7.78875,3.00000
2.74667,1.54543,1.00000
2.60778,1.08890,1.00000
1.65991,3.56289,0.00000
2.35151,0.82800,1.00000
2.22322,0.83877,1.00000
3.22881,1.13172,1.00000
-1.55877,7.24816,3.00000
-0.64696,3.42941,2.00000
-1.32689,8.51531,3.00000
0.91720,3.90570,0.00000
2.29470,-0.76589,1.00000
1.81560,1.11970,1.00000
-1.12017,7.11032,3.00000
-1.65507,8.61417,3.00000
-1.27568,7.96776,3.00000
1.97370,1.57980,1.00000
2.51834,1.39177,1.00000
0.43899,4.53593,0.00000
0.36948,7.79111,3.00000
-1.79146,2.74967,2.00000
